,course,rating,students,level,university,skills
323,لعبة الثعبان عن طريق python:استخدم pygame لتصنع لعبتك الخاصة,None,None,Intermediate,Coursera Project Network,Python
324,Explorando funciones lineales con Python,None,None,Beginner,Coursera Project Network,Python
325,Extraire des Données de Texte avec Python et Regex,None,None,Beginner,Coursera Project Network,Python
326,Python для информационной безопасности,None,None,Intermediate,E-Learning Development Fund,Python
327,Python для кибербезопасности,None,None,Intermediate,E-Learning Development Fund,Python
328,Introduction to Data Science,4.6,690 mil,Beginner,IBM,Python
329,Applied Data Science,4.6,500 mil,Beginner,IBM,Python
330,IBM Full Stack Cloud Developer,4.6,470 mil,Beginner,IBM,Python
331,IBM Cybersecurity Analyst,4.6,250 mil,Beginner,IBM,Python
332,IBM Applied AI,4.6,530 mil,Beginner,IBM,Python
333,Learn SQL Basics for Data Science,4.6,400 mil,Beginner,"University of California, Davis",Python
334,Preparing for Google Cloud Certification: Machine Learning Engineer,4.6,350 mil,Intermediate,Google Cloud,Python
335,IBM Machine Learning,4.6,37 mil,Intermediate,IBM,Python
336,Mathematics for Machine Learning,4.6,300 mil,Beginner,Imperial College London,Python
337,Sports Performance Analytics,4.5,"8,9 mil",Intermediate,University of Michigan,Python
338,Computational Thinking for Problem Solving,4.7,75 mil,Beginner,University of Pennsylvania,Python
339,Machine Learning for Trading,3.9,40 mil,Intermediate,New York Institute of Finance,Python
340,Advanced Statistics for Data Science,4.4,94 mil,Advanced,Johns Hopkins University,Python
341,Ciencia de Datos de IBM,4.5,"7,4 mil",Beginner,IBM,Python
342,Introducción a la Ciencia de Datos,4.5,"4,4 mil",Beginner,IBM,Python
343,Spacecraft Dynamics and Control,4.8,26 mil,Advanced,University of Colorado Boulder,Python
344,Biology Meets Programming: Bioinformatics for Beginners,4.2,130 mil,Beginner,University of California San Diego,Python
345,Data Analysis and Interpretation,4.4,140 mil,Beginner,Wesleyan University,Python
346,Introduction to Data Analytics,3.2,"4,5 mil",Beginner,Meta,Python
347,Introduction to MongoDB,4.2,52 mil,Intermediate,MongoDB Inc.,Python
348,Getting started with TensorFlow 2,4.9,25 mil,Intermediate,Imperial College London,Python
349,Machine Learning Foundations: A Case Study Approach,4.6,360 mil,Mixed,University of Washington,Python
350,Reinforcement Learning for Trading Strategies,3.7,11 mil,Intermediate,New York Institute of Finance,Python
351,Mastering Data Analysis with Pandas: Learning Path Part 1,4.6,None,Beginner,Coursera Project Network,Python
352,"Developing Applications with SQL, Databases, and Django",4.5,"5,7 mil",Intermediate,IBM,Python
353,Learn to Program: Crafting Quality Code,4.6,54 mil,Mixed,University of Toronto,Python
354,Advanced Linear Models for Data Science 2: Statistical Linear Models,4.5,20 mil,Advanced,Johns Hopkins University,Python
355,Computer Science: Programming with a Purpose,4.7,150 mil,Beginner,Princeton University,Python
356,Developing AI Applications on Azure,4.4,45 mil,Advanced,LearnQuest,Python
357,Build & Deploy AI Messenger Chatbot using IBM Watson,4.5,"4,4 mil",Beginner,Coursera Project Network,Python
358,Tweet Emotion Recognition with TensorFlow,4.7,"4,3 mil",Intermediate,Coursera Project Network,Python
359,Agile Project: Product Prototype Touchpoint Analysis in Miro,4.6,"2,1 mil",Intermediate,Coursera Project Network,Python
360,Data for Machine Learning,4.4,"6,5 mil",Intermediate,Alberta Machine Intelligence Institute,Python
361,Data Science at Scale,4.2,83 mil,Intermediate,University of Washington,Python
362,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,None,None,None,Universidad de los Andes,Python
363,Machine Learning for Analytics MasterTrack™ Certificate,None,None,None,University of Chicago,Python
364,Google IT Support,4.8,"1,2 m",Beginner,Google,Python
365,Modern Application Development with Node.js on AWS,4.8,83 mil,Beginner,Amazon Web Services,Python
366,"HTML, CSS, and Javascript for Web Developers",4.7,690 mil,Mixed,Johns Hopkins University,Python
367,Object Oriented Programming in Java,4.6,510 mil,Beginner,University of California San Diego,Python
368,Introduction to Web Development,4.7,190 mil,Beginner,"University of California, Davis",Python
369,Machine Learning for All,4.7,110 mil,Beginner,University of London,Python
370,Introduction to Machine Learning,4.7,160 mil,Intermediate,Duke University,Python
371,Advanced Django: Mastering Django and Django Rest Framework,4.8,"1,8 mil",Advanced,Codio,Python
372,Introduction to Java and Object-Oriented Programming,4.3,"9,8 mil",Beginner,University of Pennsylvania,Python
373,Fundamentals of Scalable Data Science,4.3,63 mil,Beginner,IBM,Python
374,Web Application Technologies and Django,4.7,63 mil,Intermediate,University of Michigan,Python
375,"Introduction to Trading, Machine Learning & GCP",4,32 mil,Intermediate,Google Cloud,Python
376,Advanced Machine Learning and Signal Processing,4.5,39 mil,Advanced,IBM,Python
377,Building Web Applications in Django,4.7,31 mil,Intermediate,University of Michigan,Python
378,Guided Tour of Machine Learning in Finance,3.8,28 mil,Intermediate,New York University,Python
379,Using Machine Learning in Trading and Finance,4,16 mil,Intermediate,New York Institute of Finance,Python
380,Introduction to Accounting Data Analytics and Visualization,4.8,20 mil,Beginner,University of Illinois at Urbana-Champaign,Python
381,Advanced Django: Building a Blog,4.9,None,Advanced,Codio,Python
382,Object-Oriented Programming Concepts,4.6,"1,5 mil",Beginner,LearnQuest,Python
383,"Cloud Virtualization, Containers and APIs",4.4,"2,5 mil",Beginner,Duke University,Python
384,Statistics for Machine Learning for Investment Professionals,None,None,Beginner,CFA Institute,Python
385,Cloud Data Engineering,4.2,"2,4 mil",Intermediate,Duke University,Python
386,Advanced Django: Introduction to Django Rest Framework,4.4,None,Advanced,Codio,Python
387,بايثون لعلوم البيانات والذكاء الصناعي,None,None,Beginner,IBM,Python
388,Exploratory Data Analysis,4.2,"5,2 mil",Intermediate,Coursera Project Network,Python
389,Build Your First Android App (Project-Centered Course),4.2,330 mil,Mixed,CentraleSupélec,Python
390,The Fundamental of Data-Driven Investment,None,None,Beginner,Sungkyunkwan University,Python
391,Introduction to Bayesian Statistics,3.2,"2,1 mil",Beginner,Databricks,Python
392,Advanced Django: Advanced Django Rest Framework,None,None,Advanced,Codio,Python
393,Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag,None,None,Intermediate,Coursera Project Network,Python
394,Advanced Django: External APIs and Task Queuing,None,None,Advanced,Codio,Python
395,التعلّم الآلي باستخدام لغة بايثون,None,None,Intermediate,IBM,Python
396,Build a Classification Model using PyCaret,None,None,Beginner,Coursera Project Network,Python
397,Deep Learning,4.8,"1,2 m",Intermediate,DeepLearning.AI,Python
398,Data Engineering Foundations,4.6,490 mil,Beginner,IBM,Python
399,IBM Data Warehouse Engineer,4.6,270 mil,Beginner,IBM,Python
400,"BI Foundations with SQL, ETL and Data Warehousing",4.6,250 mil,Beginner,IBM,Python
401,Natural Language Processing,4.6,110 mil,Intermediate,DeepLearning.AI,Python
402,Preparing for Google Cloud Certification: Cloud Data Engineer,4.6,250 mil,Intermediate,Google Cloud,Python
403,"Data Engineering, Big Data, and Machine Learning on GCP",4.6,250 mil,Intermediate,Google Cloud,Python
404,Genomic Data Science,4.5,120 mil,Intermediate,Johns Hopkins University,Python
405,Security Analyst Fundamentals,4.6,36 mil,Beginner,IBM,Python
406,Neural Networks and Deep Learning,4.9,1 m,Intermediate,DeepLearning.AI,Python
407,IBM Introduction to Machine Learning,4.6,32 mil,Intermediate,IBM,Python
408,Generative Adversarial Networks (GANs),4.7,40 mil,Intermediate,DeepLearning.AI,Python
409,TensorFlow: Advanced Techniques,4.8,27 mil,Intermediate,DeepLearning.AI,Python
410,Self-Driving Cars,4.7,130 mil,Advanced,University of Toronto,Python
411,"NoSQL, Big Data, and Spark Foundations",4.3,11 mil,Beginner,IBM,Python
412,Practical Data Science,4.5,16 mil,Advanced,DeepLearning.AI,Python
413,Tools for Data Science,4.5,260 mil,Beginner,IBM,Python
414,Introduction to Discrete Mathematics for Computer Science,4.5,160 mil,Beginner,University of California San Diego,Python
415,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",4.9,440 mil,Intermediate,DeepLearning.AI,Python
416,Machine Learning with TensorFlow on Google Cloud,4.5,120 mil,Intermediate,Google Cloud,Python
417,AI for Medicine,4.7,53 mil,Intermediate,DeepLearning.AI,Python
418,Машинное обучение и анализ данных,4.7,110 mil,Intermediate,Moscow Institute of Physics and Technology,Python
419,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.7,280 mil,Intermediate,DeepLearning.AI,Python
420,Big Data,4.5,340 mil,Beginner,University of California San Diego,Python
421,Convolutional Neural Networks,4.9,400 mil,Intermediate,DeepLearning.AI,Python
422,PostgreSQL for Everybody,4.8,15 mil,Intermediate,University of Michigan,Python
423,Become a Sustainable Business Change Agent,4.7,13 mil,Intermediate,University of Colorado System,Python
424,An Introduction to Programming the Internet of Things (IOT),4.7,440 mil,Beginner,"University of California, Irvine",Python
425,Convolutional Neural Networks in TensorFlow,4.7,110 mil,Intermediate,DeepLearning.AI,Python
426,Build Basic Generative Adversarial Networks (GANs),4.7,38 mil,Intermediate,DeepLearning.AI,Python
427,Microsoft Azure Data Scientist Associate - DP-100 Test Prep,4.6,"3,2 mil",Intermediate,Microsoft,Python
428,Advanced Machine Learning on Google Cloud,4.4,69 mil,Advanced,Google Cloud,Python
429,Analista de Datos de IBM,4.4,11 mil,Beginner,IBM,Python
430,Machine Learning,4.6,430 mil,Intermediate,University of Washington,Python
431,"Modern Robotics: Mechanics, Planning, and Control",4.7,44 mil,Intermediate,Northwestern University,Python
432,Natural Language Processing in TensorFlow,4.6,100 mil,Intermediate,DeepLearning.AI,Python
433,TensorFlow: Data and Deployment,4.6,40 mil,Intermediate,DeepLearning.AI,Python
434,Mathematics for Machine Learning: Linear Algebra,4.7,280 mil,Beginner,Imperial College London,Python
435,TensorFlow 2 for Deep Learning,4.9,30 mil,Intermediate,Imperial College London,Python
436,"Sequences, Time Series and Prediction",4.7,91 mil,Intermediate,DeepLearning.AI,Python
437,"Data Engineering, Big Data and ML on Google Cloud 日本語版",4.5,"4,7 mil",Intermediate,Google Cloud,Python
438,Analyze Datasets and Train ML Models using AutoML,4.5,14 mil,Advanced,DeepLearning.AI,Python
439,程序设计与算法,4.8,93 mil,Beginner,Peking University,Python
440,Mastering Software Development in R,4.3,69 mil,Beginner,Johns Hopkins University,Python
441,Machine Learning and Reinforcement Learning in Finance,3.7,41 mil,Intermediate,New York University,Python
442,Natural Language Processing with Probabilistic Models,4.7,43 mil,Intermediate,DeepLearning.AI,Python
443,Exploratory Data Analysis for Machine Learning,4.6,28 mil,Intermediate,IBM,Python
444,Машинное обучение: от статистики до нейросетей,4.4,"6,1 mil",Intermediate,HSE University,Python
445,IBM AI Enterprise Workflow,4.3,"9,7 mil",Advanced,IBM,Python
446,Математика для анализа данных,4.4,"4,9 mil",Beginner,HSE University,Python
447,Mathematics for Data Science,4.4,67 mil,Beginner,HSE University,Python
448,Fundamentals of Computing,4.8,250 mil,Beginner,Rice University,Python
449,"Penetration Testing, Incident Response and Forensics",4.6,30 mil,Beginner,IBM,Python
450,"Custom Models, Layers, and Loss Functions with TensorFlow",4.9,17 mil,Intermediate,DeepLearning.AI,Python
451,Natural Language Processing with Sequence Models,4.5,37 mil,Intermediate,DeepLearning.AI,Python
452,Accounting Data Analytics,4.7,29 mil,Intermediate,University of Illinois at Urbana-Champaign,Python
453,Advanced Computer Vision with TensorFlow,4.8,16 mil,Intermediate,DeepLearning.AI,Python
454,Psicología,4.8,24 mil,Beginner,Universidad de Palermo,Python
455,Analítica de Datos en Finanzas,4.9,None,Intermediate,Universidad de los Andes,Python
456,Computational Neuroscience,4.6,95 mil,Beginner,University of Washington,Python
457,AI for Scientific Research,3.3,"1,7 mil",Beginner,LearnQuest,Python
458,Custom and Distributed Training with TensorFlow,4.8,"9,1 mil",Intermediate,DeepLearning.AI,Python
459,Serverless Data Processing with Dataflow,4.1,"3,8 mil",Intermediate,Google Cloud,Python
460,Data-driven Astronomy,4.8,26 mil,Intermediate,The University of Sydney,Python
461,Ciencia de Datos Aplicada,4.6,"3,5 mil",Beginner,IBM,Python
462,Introduction to Big Data with Spark and Hadoop,4.4,"6,5 mil",Beginner,IBM,Python
463,AI for Medical Prognosis,4.7,19 mil,Intermediate,DeepLearning.AI,Python
464,Deep Neural Networks with PyTorch,4.4,32 mil,Intermediate,IBM,Python
465,"Foundations of Sports Analytics: Data, Representation, and Models in Sports",4.5,"7,4 mil",Mixed,University of Michigan,Python
466,Introduction to Deep Learning & Neural Networks with Keras,4.7,23 mil,Intermediate,IBM,Python
467,Bases de Inteligencia Artificial para Todos,4.7,8 mil,Beginner,IBM,Python
468,Mental Health and Resilience for Healthcare Workers,4.8,"3,6 mil",Beginner,University of Toronto,Python
469,Machine Learning for Supply Chains,3.3,"1,7 mil",Intermediate,LearnQuest,Python
470,Algorithms for DNA Sequencing,4.7,32 mil,Mixed,Johns Hopkins University,Python
471,Sentiment Analysis with Deep Learning using BERT,4.5,12 mil,Intermediate,Coursera Project Network,Python
472,Hands-on Machine Learning with Google Cloud Labs,3.8,3 mil,Intermediate,Google Cloud,Python
473,SAS Statistical Business Analyst,4.6,6 mil,Intermediate,SAS,Python
474,State Estimation and Localization for Self-Driving Cars,4.7,38 mil,Advanced,University of Toronto,Python
475,Data Science in Stratified Healthcare and Precision Medicine,4.6,17 mil,Intermediate,The University of Edinburgh,Python
476,IBM Data Analyst Capstone Project,4.6,14 mil,Intermediate,IBM,Python
477,Generative Deep Learning with TensorFlow,4.8,"7,3 mil",Intermediate,DeepLearning.AI,Python
478,Detecting COVID-19 with Chest X-Ray using PyTorch,4.5,"9,9 mil",Intermediate,Coursera Project Network,Python
479,"Data Engineer, Big Data and ML on Google Cloud en Français",4.4,"2,3 mil",Intermediate,Google Cloud,Python
480,Data Science and Analysis Tools - from Jupyter to R Markdown,3.2,"3,4 mil",Beginner,Codio,Python
481,Kinematics: Describing the Motions of Spacecraft,4.9,19 mil,Advanced,University of Colorado Boulder,Python
482,Data Analytics Foundations for Accountancy I,4.1,"7,4 mil",Mixed,University of Illinois at Urbana-Champaign,Python
483,Machine Learning with TensorFlow on Google Cloud en Español,4.6,"9,6 mil",Intermediate,Google Cloud,Python
484,"Modern Robotics, Course 1: Foundations of Robot Motion",4.7,39 mil,Intermediate,Northwestern University,Python
485,Ciencia de datos,4.5,None,Beginner,Universidad de los Andes,Python
486,Data and Statistics Foundation for Investment Professionals,4.8,None,Beginner,CFA Institute,Python
487,SQL for Data Science Capstone Project,4.2,20 mil,Intermediate,"University of California, Davis",Python
488,Django Features and Libraries,4.8,18 mil,Intermediate,University of Michigan,Python
489,More on Change and Sustainability,4.8,"3,9 mil",Beginner,University of Colorado System,Python
490,Browser-based Models with TensorFlow.js,4.7,32 mil,Intermediate,DeepLearning.AI,Python
491,Facial Expression Recognition with Keras,4.5,21 mil,Intermediate,Coursera Project Network,Python
492,Data Analysis Using Pyspark,4.4,7 mil,Intermediate,Coursera Project Network,Python
493,Applied AI with DeepLearning,4.4,48 mil,Advanced,IBM,Python
494,Simulation and modeling of natural processes,4.2,32 mil,Mixed,University of Geneva,Python
495,Data Engineering and Machine Learning using Spark,3.6,"3,1 mil",Beginner,IBM,Python
496,파이썬 단기집중과정,4.8,None,Beginner,Google,Python
497,Create Machine Learning Models in Microsoft Azure,4.7,"2,3 mil",Intermediate,Microsoft,Python
498,Deploy Machine Learning Model into AWS Cloud Servers,4.3,None,Intermediate,Coursera Project Network,Python
499,The R Programming Environment,4.3,48 mil,Intermediate,Johns Hopkins University,Python
