,course,rating,students,level,university,skills
51,تعليم مبادئ ال SQL Syntax,,,Beginner,Coursera Project Network,MySQL
52,Combine Multiple Pieces of Data in SQL,,,Intermediate,Coursera Project Network,MySQL
53,Data-Driven Testing (via Database) with Selenium & Nunit,,,Intermediate,Coursera Project Network,MySQL
54,Set up your dev environment for LAMP web developers on Linux,,,Intermediate,Coursera Project Network,MySQL
55,Introdução à base de dados relacionais e SQL,,,Beginner,Coursera Project Network,MySQL
56,Deploy a Complete Wordpress Video Blog in Microsoft Azure,,,Intermediate,Coursera Project Network,MySQL
57,Introduction to Forensic Science,4.9,110.0,Mixed,"Nanyang Technological University, Singapore",MySQL
58,Excel Skills for Business: Intermediate II,4.8,150.0,Intermediate,Macquarie University,MySQL
59,Introduction to Economic Theories,4.5,52.0,Beginner,Erasmus University Rotterdam,MySQL
60,"Server-side Development with NodeJS, Express and MongoDB",4.7,130.0,Intermediate,The Hong Kong University of Science and Technology,MongoDB
61,Introduction to MongoDB,4.2,52.0,Intermediate,MongoDB Inc.,MongoDB
62,Introducción a bases de datos NoSQL con MongoDB,,,Beginner,Coursera Project Network,MongoDB
63,Create a C# Application to process MongoDB Data,,,Intermediate,Coursera Project Network,MongoDB
64,Create a Python Application using PyMongo and MongoDB Database,4.4,3.2,Intermediate,Coursera Project Network,MongoDB
65,MongoDB Aggregation Framework,4.5,8.7,Intermediate,MongoDB Inc.,MongoDB
66,Use the Apache Spark Structured Streaming API with MongoDB,,,Intermediate,Coursera Project Network,MongoDB
67,Web Application Development with JavaScript and MongoDB,4.6,59.0,Mixed,University of London,MongoDB
68,Create Your First NoSQL Database with MongoDB and Compass,4.6,2.8,Intermediate,Coursera Project Network,MongoDB
69,CRUD Operations using MongoDB NoSQL,4.4,1.7,Beginner,Coursera Project Network,MongoDB
70,"Desarrollo del lado servidor: NodeJS, Express y MongoDB",4.1,11.0,Beginner,Universidad Austral,MongoDB
71,Create Fault Tolerant MongoDB Cluster,5.0,,Intermediate,Coursera Project Network,MongoDB
72,"Crea ambientes MERN (MongoDB, Express, React, Node) en Linux",,,Intermediate,Coursera Project Network,MongoDB
73,Introduction to NoSQL Databases,4.6,6.8,Beginner,IBM,MongoDB
74,Designing data-intensive applications,4.5,6.2,Intermediate,Universidad Nacional Autónoma de México,MongoDB
75,Full-Stack Web Development with React,4.7,360.0,Intermediate,The Hong Kong University of Science and Technology,MongoDB
76,Full Stack Web Development with Angular,4.7,350.0,Intermediate,The Hong Kong University of Science and Technology,MongoDB
77,Build a Node Server backend with Express,,,Intermediate,Coursera Project Network,MongoDB
78,Responsive Website Tutorial and Examples,4.2,35.0,Mixed,University of London,MongoDB
79,"NoSQL, Big Data, and Spark Foundations",4.3,11.0,Beginner,IBM,MongoDB
80,Responsive Website Development and Design,4.5,250.0,Beginner,University of London,MongoDB
81,Network Security & Database Vulnerabilities,4.7,46.0,Beginner,IBM,MongoDB
82,History of Russia,4.4,,Beginner,Saint Petersburg State University,MongoDB
83,Introduction to Meteor.js Development,4.6,43.0,Mixed,University of London,MongoDB
84,Working with Big Data,,,Intermediate,Coursera Project Network,MongoDB
85,Containerize a full-stack NodeJS application in Docker,4.5,2.7,Intermediate,Coursera Project Network,MongoDB
86,The amazing world of the ethnic groups of Yunnan Province,,,Intermediate,Shanghai Jiao Tong University,MongoDB
87,بناء Backend لنسخة من Twitter,,,Beginner,Coursera Project Network,MongoDB
88,Build a Full Stack App using React and Express,,,Intermediate,Coursera Project Network,MongoDB
89,Microeconomics: When Markets Fail,4.8,29.0,Mixed,University of Pennsylvania,MongoDB
90,إلهام الأفراد وتحفيزهم,,,Mixed,University of Michigan,MongoDB
91,Microeconomics: The Power of Markets,4.7,50.0,Mixed,University of Pennsylvania,MongoDB
92,Cómo inspirar y a motivar personas,,,Mixed,University of Michigan,MongoDB
93,Inspiração e motivação de indivíduos,,,Mixed,University of Michigan,MongoDB
94,Business Analytics,4.6,370.0,Beginner,University of Pennsylvania,MongoDB
95,Leading People and Teams,4.7,350.0,Beginner,University of Michigan,MongoDB
96,Marketing Mix Implementation,4.7,160.0,Beginner,IE Business School,MongoDB
97,Business English Communication Skills,4.8,240.0,Intermediate,University of Washington,MongoDB
98,Business English: Planning & Negotiating,4.8,45.0,Intermediate,University of Washington,MongoDB
99,Accounting Analytics,4.5,95.0,Mixed,University of Pennsylvania,MongoDB
100,Inspiring and Motivating Individuals,4.8,170.0,Mixed,University of Michigan,MongoDB
101,Brand and Product Management,4.7,82.0,Mixed,IE Business School,MongoDB
102,Business English: Networking,4.8,170.0,Intermediate,University of Washington,MongoDB
103,Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,4.4,50.0,Intermediate,University of Washington,MongoDB
104,"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",4.5,28.0,Intermediate,University of Washington,MongoDB
105,Lesson | Business English Skills: Introducing Yourself in Business Settings,4.3,21.0,Intermediate,University of Washington,MongoDB
106,Migrating a Monolithic Website to Microservices on Google Kubernetes Engine,4.7,,Intermediate,Google Cloud,MongoDB
107,Create a C# UI on Linux using MonoDevelop,,,Beginner,Coursera Project Network,MongoDB
108,Design of Experiments,4.7,12.0,Beginner,Arizona State University,MongoDB
109,Spring Framework,3.7,5.6,Beginner,LearnQuest,MongoDB
110,Building Containerized Applications on AWS,4.5,20.0,Mixed,Amazon Web Services,MongoDB
111,Internet Giants: The Law and Economics of Media Platforms,4.8,53.0,Mixed,The University of Chicago,MongoDB
112,Introduction to solar cells,4.8,53.0,Beginner,Technical University of Denmark (DTU),MongoDB
113,Natural Gas,4.7,28.0,Beginner,University at Buffalo,MongoDB
114,Smart Working: Lavoro agile e Business English,,,Beginner,Università di Napoli Federico II,MongoDB
115,Real-Time Embedded Systems Theory and Analysis,4.4,3.4,Advanced,University of Colorado Boulder,MongoDB
116,Basic Cryptography and Programming with Crypto API,4.3,11.0,Intermediate,University of Colorado System,MongoDB
117,Administrasi Sistem dan Layanan Infrastruktur TI,5.0,,Beginner,Google,MongoDB
118,Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya,4.9,,Beginner,Google,MongoDB
119,结构生物化学（Structural Biochemistry),4.8,12.0,Mixed,Nanjing University,MongoDB
120,Spring - Cloud Overview,4.5,,Intermediate,LearnQuest,MongoDB
121,IBM Data Topology,4.8,1.5,Intermediate,IBM,MongoDB
122,The Power of Markets III: Input Markets and Promoting Efficiency,4.8,4.3,Mixed,University of Rochester,MongoDB
123,Customizing color pickers and swatches in Adobe Photoshop,,,Beginner,Coursera Project Network,MongoDB
124,Creating Azure Serverless Functions in a Real-World Scenario,,,Intermediate,Coursera Project Network,MongoDB
125,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,4.7,14.0,Beginner,Tecnológico de Monterrey,MongoDB
126,Digital Marketing for E-commerce,4.4,2.3,Beginner,Universidad de Palermo,MongoDB
127,Foundations of Healthcare Systems Engineering,4.6,5.2,Mixed,Johns Hopkins University,MongoDB
128,Experimental Design Basics,4.7,11.0,Intermediate,Arizona State University,MongoDB
129,Diseño instruccional para el aprendizaje activo,4.7,11.0,Beginner,Tecnológico de Monterrey,MongoDB
130,E-Business: Negocios Online,4.6,6.9,Beginner,Universidad de Palermo,MongoDB
131,Factorial and Fractional Factorial Designs,4.8,3.3,Intermediate,Arizona State University,MongoDB
132,La formación del pensamiento crítico en la era digital,4.8,,Beginner,Universitat Autònoma de Barcelona,MongoDB
133,"Response Surfaces, Mixtures, and Model Building",4.7,2.5,Intermediate,Arizona State University,MongoDB
134,"Random Models, Nested and Split-plot Designs",4.6,2.0,Intermediate,Arizona State University,MongoDB
135,Modelos de diseño instruccional para ambientes digitales,4.7,4.7,Beginner,Tecnológico de Monterrey,MongoDB
136,Proyecto de diseño instruccional para el aprendizaje activo en ambientes digitales,4.6,2.8,Beginner,Tecnológico de Monterrey,MongoDB
137,UX and Interface Design for Embedded Systems,4.0,2.7,Intermediate,University of Colorado Boulder,MongoDB
138,M2M & IoT Interface Design & Protocols for Embedded Systems,3.7,,Intermediate,University of Colorado Boulder,MongoDB
139,Rapid Prototyping of Embedded Interface Designs,,,Intermediate,University of Colorado Boulder,MongoDB
140,"Oralpha: Literacy for new citizens, a course for trainers",,,Beginner,Universitat Autònoma de Barcelona,MongoDB
141,Embedded Interface Design,3.7,4.2,Intermediate,University of Colorado Boulder,MongoDB
142,Master of Science in Machine Learning and Data Science,,,,Imperial College London,MongoDB
143,Blockchain,4.6,190.0,Intermediate,University at Buffalo,MongoDB
144,Photography Basics and Beyond: From Smartphone to DSLR,4.7,270.0,Beginner,Michigan State University,MongoDB
145,Social Media Management,4.9,70.0,Beginner,Meta,MongoDB
146,International Humanitarian Law in Theory and Practice,4.8,41.0,Beginner,Universiteit Leiden,MongoDB
147,Healthcare IT Support,4.7,7.5,Beginner,Johns Hopkins University,MongoDB
148,Precision Medicine,4.0,7.5,Intermediate,University of Geneva,MongoDB
149,Suporte em TI do Google,4.9,18.0,Beginner,Cresça com o Google,MongoDB
150,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,44.0,Intermediate,HEC Paris,MongoDB
151,Electric Vehicles and Mobility,4.5,35.0,Beginner,École des Ponts ParisTech,MongoDB
152,Diabetes – the Essential Facts,4.7,59.0,Beginner,University of Copenhagen,MongoDB
153,Negociações de sucesso: estratégias e habilidades essenciais (em Português),4.9,70.0,Mixed,University of Michigan,MongoDB
154,Leadership in 21st Century Organizations,4.7,58.0,Mixed,Copenhagen Business School,MongoDB
155,"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials",4.8,2.5,Beginner,Vanderbilt University,MongoDB
156,Designing Effective Science Communication,4.5,,Beginner,University of Colorado Boulder,MongoDB
157,Marketing de Mídias Sociais do Facebook,4.8,,Beginner,Meta,MongoDB
158,Data and Urban Governance,,,Beginner,Sciences Po,MongoDB
159,Relational Database Administration (DBA),5.0,2.2,Beginner,IBM,MongoDB
160,"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",4.9,3.6,Beginner,University of Michigan,MongoDB
161,Trademark Law,4.8,6.1,Mixed,University of Pennsylvania,MongoDB
162,Inteligência Artificial Aplicada ao CRM,,,Beginner,Fundação Instituto de Administração,MongoDB
163,Economic systems in different countries of the world,,,Beginner,National Research Tomsk State University,MongoDB
164,Writing and Editing: Drafting,4.8,12.0,Beginner,University of Michigan,MongoDB
165,Gestão de produtos digitais: Princípios básicos modernos,4.9,,Beginner,University of Virginia,MongoDB
166,Life After COVID-19: Get Ready for our Post-Pandemic Future,4.8,4.8,Beginner,Institute for the Future,MongoDB
167,Kids with Cancer Still Need School: The Providers Role,,,Intermediate,Johns Hopkins University,MongoDB
168,When Disaster Meets Conflict,4.8,3.5,Intermediate,Erasmus University Rotterdam,MongoDB
169,"Professional development: Improve yourself, always",4.8,17.0,Mixed,Macquarie University,MongoDB
170,PrEParing: PrEP for Providers and Patients,4.7,5.4,Beginner,Johns Hopkins University,MongoDB
171,Digital Business - Understand the digital world,4.4,,Mixed,Institut Mines-Télécom,MongoDB
172,Operations and Patient Safety for Healthcare IT Staff,4.8,2.3,Mixed,Johns Hopkins University,MongoDB
173,"Career planning: Your career, your life",4.8,7.5,Mixed,Macquarie University,MongoDB
174,Strategic Career Self-Management,4.5,37.0,Mixed,The State University of New York,MongoDB
175,How to Use the Lean Canvas to Validate Your Business Model,,,Intermediate,Coursera Project Network,MongoDB
176,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course),3.8,51.0,Intermediate,The State University of New York,MongoDB
177,Russian Invasion of Ukraine Teach-Out,,,Beginner,University of Michigan,MongoDB
178,NoSQL systems,4.3,9.8,Intermediate,Universidad Nacional Autónoma de México,MongoDB
179,Giving 2.0: The MOOC,4.6,30.0,Mixed,Stanford University,MongoDB
180,PrEParing: PrEP for Providers and Patients,4.7,5.4,Beginner,Johns Hopkins University,MongoDB
181,Digital Business - Understand the digital world,4.4,,Mixed,Institut Mines-Télécom,MongoDB
182,Operations and Patient Safety for Healthcare IT Staff,4.8,2.3,Mixed,Johns Hopkins University,MongoDB
183,"Career planning: Your career, your life",4.8,7.5,Mixed,Macquarie University,MongoDB
184,Strategic Career Self-Management,4.5,37.0,Mixed,The State University of New York,MongoDB
185,How to Use the Lean Canvas to Validate Your Business Model,,,Intermediate,Coursera Project Network,MongoDB
186,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course),3.8,51.0,Intermediate,The State University of New York,MongoDB
187,Russian Invasion of Ukraine Teach-Out,,,Beginner,University of Michigan,MongoDB
188,NoSQL systems,4.3,9.8,Intermediate,Universidad Nacional Autónoma de México,MongoDB
189,Giving 2.0: The MOOC,4.6,30.0,Mixed,Stanford University,MongoDB
190,Explorando os recursos educacionais da Khan Academy,4.8,6.5,Mixed,Fundação Lemann,MongoDB
191,Business Transformation with Google Cloud em Português,4.9,,Beginner,Google Cloud,MongoDB
192,"Gestão de Stakeholders, Ética e Sustentabilidade Empresarial",,,Beginner,Fundação Instituto de Administração,MongoDB
193,Vieses Inconscientes e Comportamentos,,,Beginner,Fundação Instituto de Administração,MongoDB
194,Validating Your Business Model with Innovator’s Canvas,,,Intermediate,Coursera Project Network,MongoDB
195,Fundamentos de IA Aplicados ao CRM,,,Beginner,Fundação Instituto de Administração,MongoDB
196,Conclusão do Marketing de Mídias Sociais do Facebook,,,Beginner,Meta,MongoDB
197,Vozes da Mudança Social,4.8,,Beginner,Laureate Education,MongoDB
198,Introdução a Mapas de Relação com Kumu,,,Beginner,Coursera Project Network,MongoDB
199,Fundamentos da Gestão do Sucesso do Cliente,,,Beginner,Fundação Instituto de Administração,MongoDB
200,Data Visualization with Tableau,4.5,170.0,Beginner,"University of California, Davis",Tableau
201,Google Data Analytics,4.8,740.0,Beginner,Google,Tableau
202,Data Visualization and Communication with Tableau,4.7,190.0,Mixed,Duke University,Tableau
203,Excel to MySQL: Analytic Techniques for Business,4.6,660.0,Beginner,Duke University,Tableau
204,Анализ и визуализация данных в Tableau,4.8,,Beginner,Moscow Institute of Physics and Technology,Tableau
205,Fundamentals of Visualization with Tableau,4.5,150.0,Beginner,"University of California, Davis",Tableau
206,Visualizing Citibike Trips with Tableau,4.6,17.0,Beginner,Coursera Project Network,Tableau
207,Creating Dashboards and Storytelling with Tableau,4.6,41.0,Beginner,"University of California, Davis",Tableau
208,Use Tableau for Your Data Science Workflow,4.6,,Beginner,"University of California, Irvine",Tableau
209,Advanced Business Analytics,4.6,210.0,Intermediate,University of Colorado Boulder,Tableau
210,Create a Big Number KPI Dashboard in Tableau Public,3.4,,Intermediate,Coursera Project Network,Tableau
211,Creating an Interactive KPI Management Dashboard in Tableau,4.3,,Beginner,Coursera Project Network,Tableau
212,Analyze City Data Using R and Tableau,4.0,,Intermediate,University of Illinois at Urbana-Champaign,Tableau
213,Data Visualization with Tableau Project,4.6,24.0,Intermediate,"University of California, Davis",Tableau
214,Fundamentos de la visualización de datos con Tableau,4.7,,Beginner,Universidad Austral,Tableau
215,Principios esenciales de diseño en Tableau,4.3,,Beginner,Universidad Austral,Tableau
216,Share Data Through the Art of Visualization,4.5,100.0,Beginner,Google,Tableau
217,Master the Art of Data Visualization With Tableau Public,4.2,,Intermediate,Coursera Project Network,Tableau
218,Create Geovisualizations in Tableau,,,Intermediate,Coursera Project Network,Tableau
219,Business Intelligence con la Product Suite di Tableau,,,Advanced,Università di Napoli Federico II,Tableau
220,Introduction to Accounting Data Analytics and Visualization,4.8,20.0,Beginner,University of Illinois at Urbana-Champaign,Tableau
221,Подготовка и анализ данных в Tableau,,,Advanced,Moscow Institute of Physics and Technology,Tableau
222,Visual Analytics with Tableau,4.6,44.0,Beginner,"University of California, Davis",Tableau
223,Essential Design Principles for Tableau,4.4,48.0,Beginner,"University of California, Davis",Tableau
224,Create Interactive Graphs in Tableau,,,Intermediate,Coursera Project Network,Tableau
225,Building Stock Returns Heatmap with Tableau,4.6,2.5,Intermediate,Coursera Project Network,Tableau
226,Analyze Digital Marketing Spend in Tableau,3.0,,Intermediate,Coursera Project Network,Tableau
227,Create a Story in Tableau Public,4.5,,Intermediate,Coursera Project Network,Tableau
228,Tableau Public for Project Management and Beyond,4.3,4.1,Beginner,Coursera Project Network,Tableau
229,Быстрый старт с Tableau Desktop,4.7,,Beginner,Moscow Institute of Physics and Technology,Tableau
230,Tableau для рабочего процесса в анализе данных,,,Intermediate,E-Learning Development Fund,Tableau
231,Data Visualization: Analisi dei dati con Tableau,,,Beginner,Università di Napoli Federico II,Tableau
232,Introduzione alla Data Visualization con Tableau,,,Beginner,Università di Napoli Federico II,Tableau
233,Проектирование интерактивных дашбордов в Tableau,,,Intermediate,Moscow Institute of Physics and Technology,Tableau
234,Google Data Studio - Création de Tableaux de Bords Interactifs,4.4,2.8,Intermediate,Coursera Project Network,Tableau
235,Creating an Interactive Graph with Tableau Public,4.6,,Beginner,Coursera Project Network,Tableau
236,Building Candlestick Charts with Tableau,4.3,3.9,Beginner,Coursera Project Network,Tableau
237,How To Create A Sales Forecast In Tableau,,,Intermediate,Coursera Project Network,Tableau
238,Data Visualization e manipolazione dei dati con Tableau,,,Intermediate,Università di Napoli Federico II,Tableau
239,Визуализация и презентация результатов в Tableau,,,Beginner,E-Learning Development Fund,Tableau
240,How to Create a Gantt Chart in Tableau,,,Intermediate,Coursera Project Network,Tableau
241,Управление данными и их анализ в Tableau,,,Beginner,E-Learning Development Fund,Tableau
242,نظره عامة عن البيانات المصورة باستخدام Tableau,,,Beginner,Coursera Project Network,Tableau
243,Tableau в анализе данных. Финальный проект,,,Intermediate,E-Learning Development Fund,Tableau
244,How to Visualize Research Data in Tableau,,,Intermediate,Coursera Project Network,Tableau
245,Increasing Real Estate Management Profits: Harnessing Data Analytics,4.7,13.0,Mixed,Duke University,Tableau
246,Разбираем процесс анализа данных,,,Beginner,E-Learning Development Fund,Tableau
247,"Foundations: Data, Data, Everywhere",4.8,710.0,Beginner,Google,Tableau
248,Facebook Marketing Analytics,4.7,16.0,Beginner,Meta,Tableau
249,"Aspectos básicos: Datos, datos, en todas partes",4.5,,Beginner,Google,Tableau
250,Introduction to Data Analytics,3.2,4.5,Beginner,Meta,Tableau
251,Statistics for Marketing,4.9,2.1,Beginner,Meta,Tableau
252,Data Analysis and Visualization,4.5,4.0,Beginner,University at Buffalo,Tableau
253,"Grundlagen: Daten, überall Daten",,,Beginner,Google,Tableau
254,Data Visualization Best Practices,4.6,,Mixed,"University of California, Irvine",Tableau
255,Data Storytelling,,,Mixed,"University of California, Irvine",Tableau
256,Intro to TensorFlow en Français,3.3,,Intermediate,Google Cloud,Tableau
257,Compartir datos a través del arte de la visualización,,,Beginner,Google,Tableau
258,Introduction à l'analyse de données à l'aide d'Excel,,,Mixed,Rice University,Tableau
259,Exploration et production de données pour les entreprises,,,Beginner,University of Illinois at Urbana-Champaign,Tableau
260,Ebola : Vaincre ensemble !,4.4,5.3,Mixed,University of Geneva,Tableau
261,Understanding Your Google Cloud Costs en Français,,,Beginner,Google Cloud,Tableau
262,Tout Pour Démarrer avec RStudio,,,Beginner,Coursera Project Network,Tableau
263,Choosing Which Method Is Best For Illustrating Data,,,Beginner,Coursera Project Network,Tableau
264,Surveiller un hôte Linux avec Prometheus-Grafana dans Docker,,,Intermediate,Coursera Project Network,Tableau
265,Créer un ingress controller dans Kubernetes avec Traefik,,,Intermediate,Coursera Project Network,Tableau
266,Créer un Reverse Proxy pour conteneurs Docker avec Traefik,,,Intermediate,Coursera Project Network,Tableau
267,Utilisation et gestion des pointeurs avec la Programmation C,,,Intermediate,Coursera Project Network,Tableau
268,Scripting Bash - Découverte du Langage de Programmation,4.7,,Intermediate,Coursera Project Network,Tableau
269,Quelques instructions en PHP,,,Beginner,Coursera Project Network,Tableau
270,Python for Everybody,4.8,2700.0,Beginner,University of Michigan,Python
271,Google IT Automation with Python,4.7,600.0,Beginner,Google,Python
272,Python 3 Programming,4.7,350.0,Beginner,University of Michigan,Python
273,Crash Course on Python,4.8,520.0,Beginner,Google,Python
274,Data Science Fundamentals with Python and SQL,4.6,570.0,Beginner,IBM,Python
275,Applied Data Science with Python,4.5,800.0,Intermediate,University of Michigan,Python
276,Programming for Everybody (Getting Started with Python),4.8,2500.0,Mixed,University of Michigan,Python
277,"Python for Data Science, AI & Development",4.6,380.0,Beginner,IBM,Python
278,IBM Data Science,4.6,1000.0,Beginner,IBM,Python
279,Introduction to Programming with Python and Java,4.4,35.0,Beginner,University of Pennsylvania,Python
280,IBM DevOps and Software Engineering,4.6,470.0,Beginner,IBM,Python
281,Bachelor of Science in Computer Science,,,,University of London,Python
282,Программирование на Python,4.5,80.0,Intermediate,Moscow Institute of Physics and Technology,Python
283,Python Basics,4.8,300.0,Beginner,University of Michigan,Python
284,Statistics with Python,4.6,110.0,Beginner,University of Michigan,Python
285,Data Structures and Algorithms,4.6,550.0,Intermediate,University of California San Diego,Python
286,Master of Science in Data Science,,,,University of Colorado Boulder,Python
287,Introduction to Scripting in Python,4.7,110.0,Beginner,Rice University,Python
288,IBM Data Analyst,4.6,720.0,Beginner,IBM,Python
289,Data Science Foundations: Data Structures and Algorithms,4.6,12.0,Advanced,University of Colorado Boulder,Python
290,Django for Everybody,4.7,73.0,Intermediate,University of Michigan,Python
291,Python for Data Analysis: Pandas & NumPy,4.4,3.9,Beginner,Coursera Project Network,Python
292,Master of Science in Machine Learning and Data Science,,,,Imperial College London,Python
293,Python and Statistics for Financial Analysis,4.4,120.0,Intermediate,The Hong Kong University of Science and Technology,Python
294,Python for Cybersecurity,4.4,6.5,Intermediate,Infosec,Python
295,Python Scripting for DevOps,4.2,3.4,Beginner,LearnQuest,Python
296,Introduction to Python Programming,4.4,24.0,Beginner,University of Pennsylvania,Python
297,Master of Computer and Information Technology,,,,University of Pennsylvania,Python
298,Introduction to Python,4.5,29.0,Beginner,Coursera Project Network,Python
299,Data Science for Investment Professionals,4.9,1.5,Beginner,CFA Institute,Python
300,Advanced Data Science with IBM,4.3,110.0,Advanced,IBM,Python
301,Introducción a la programación en Python I: Aprendiendo a programar con Python,4.4,200.0,Beginner,Pontificia Universidad Católica de Chile,Python
302,IBM AI Engineering,4.6,300.0,Intermediate,IBM,Python
303,Learn to Program: The Fundamentals,4.7,280.0,Beginner,University of Toronto,Python
304,Modern Application Development with Python on AWS,4.7,140.0,Beginner,Amazon Web Services,Python
305,Programming in Python: A Hands-on Introduction,4.5,5.2,Beginner,Codio,Python
306,Python Data Products for Predictive Analytics,4.2,25.0,Intermediate,University of California San Diego,Python
307,Python Data Structures,4.9,830.0,Mixed,University of Michigan,Python
308,Introdução à Ciência da Computação com Python Parte 1,4.9,190.0,Beginner,Universidade de São Paulo,Python
309,Programación en Python,4.7,12.0,Beginner,Universidad de los Andes,Python
310,Investment Management with Python and Machine Learning,4.6,52.0,Beginner,EDHEC Business School,Python
311,Advanced Machine Learning,4.4,350.0,Advanced,HSE University,Python
312,IBM Data Engineering,4.6,500.0,Beginner,IBM,Python
313,Facebook Marketing Analytics,4.7,16.0,Beginner,Meta,Python
314,Machine Learning,4.9,4700.0,Mixed,Stanford University,Python
315,Python Classes and Inheritance,4.7,75.0,Intermediate,University of Michigan,Python
316,DeepLearning.AI TensorFlow Developer,4.7,330.0,Intermediate,DeepLearning.AI,Python
317,Python Data Structures,4.4,8.4,Intermediate,Coursera Project Network,Python
318,Databases and SQL for Data Science with Python,4.6,240.0,Beginner,IBM,Python
319,Python Project for Data Science,4.5,54.0,Intermediate,IBM,Python
320,Data Analysis with Python,4.7,230.0,Beginner,IBM,Python
321,Using Python to Access Web Data,4.8,550.0,Mixed,University of Michigan,Python
322,Introduction to Data Science in Python,4.5,660.0,Intermediate,University of Michigan,Python
323,Using Python to Interact with the Operating System,4.7,130.0,Beginner,Google,Python
324,Data Visualization with Python,4.5,150.0,Intermediate,IBM,Python
325,Fundamentos de Ciencia de Datos con Python y SQL,4.3,4.6,Beginner,IBM,Python
326,Introduction to Portfolio Construction and Analysis with Python,4.8,44.0,Mixed,EDHEC Business School,Python
327,Using Databases with Python,4.8,410.0,Mixed,University of Michigan,Python
328,Aprende a programar con Python,4.5,49.0,Beginner,Universidad Austral,Python
329,Foundations of Data Science: K-Means Clustering in Python,4.7,27.0,Beginner,University of London,Python
330,Understanding and Visualizing Data with Python,4.7,97.0,Beginner,University of Michigan,Python
331,Data Analysis Using Python,4.6,7.5,Beginner,University of Pennsylvania,Python
332,Python for Genomic Data Science,4.3,46.0,Mixed,Johns Hopkins University,Python
333,用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),4.9,27.0,Beginner,National Taiwan University,Python
334,Python Project for Data Engineering,4.6,9.3,Intermediate,IBM,Python
335,"Capstone: Retrieving, Processing, and Visualizing Data with Python",4.7,220.0,Mixed,University of Michigan,Python
336,Exploratory Data Analysis With Python and Pandas,4.6,7.6,Beginner,Coursera Project Network,Python
337,"Python Functions, Files, and Dictionaries",4.8,85.0,Beginner,University of Michigan,Python
338,COVID19 Data Analysis Using Python,4.5,28.0,Intermediate,Coursera Project Network,Python
339,Create Your First Web App with Python and Flask,4.5,13.0,Intermediate,Coursera Project Network,Python
340,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,5.0,8.5,Mixed,University of Michigan,Python
341,Inferential Statistical Analysis with Python,4.6,32.0,Intermediate,University of Michigan,Python
342,Practical Python for AI Coding 1,4.7,1.9,Beginner,Korea Advanced Institute of Science and Technology(KAIST),Python
343,Python Programming Essentials,4.8,75.0,Beginner,Rice University,Python
344,Introducción a la programación con Python,4.6,39.0,Beginner,Universidad Austral,Python
345,Create a Boggle Word Solver using recursion in Python,4.4,2.8,Intermediate,Coursera Project Network,Python
346,Applied Machine Learning in Python,4.6,250.0,Intermediate,University of Michigan,Python
347,"Applied Plotting, Charting & Data Representation in Python",4.5,160.0,Intermediate,University of Michigan,Python
348,Data Collection and Processing with Python,4.7,62.0,Intermediate,University of Michigan,Python
349,Game Theory with Python,4.3,6.6,Intermediate,Coursera Project Network,Python
350,Advanced Portfolio Construction and Analysis with Python,4.8,15.0,Intermediate,EDHEC Business School,Python
351,用Python玩转数据 Data Processing Using Python,4.7,84.0,Mixed,Nanjing University,Python
352,Data Processing Using Python,4.1,56.0,Beginner,Nanjing University,Python
353,COVID19 Data Visualization Using Python,4.6,3.3,Intermediate,Coursera Project Network,Python
354,Build a Data Science Web App with Streamlit and Python,4.6,14.0,Intermediate,Coursera Project Network,Python
355,Python and Machine Learning for Asset Management,3.1,13.0,Intermediate,EDHEC Business School,Python
356,Robot Localization with Python and Particle Filters,4.4,,Advanced,Coursera Project Network,Python
357,"Problem Solving, Python Programming, and Video Games",4.2,36.0,Beginner,University of Alberta,Python
358,Python Data Representations,4.7,21.0,Beginner,Rice University,Python
359,An Introduction to Interactive Programming in Python (Part 1),4.8,200.0,Mixed,Rice University,Python
360,"Python Project: pillow, tesseract, and opencv",4.0,53.0,Intermediate,University of Michigan,Python
361,Sentimental Analysis on COVID-19 Tweets using python,4.6,,Intermediate,Coursera Project Network,Python
362,Introduction to Python for Cybersecurity,4.4,6.1,Intermediate,Infosec,Python
363,Automating Real-World Tasks with Python,4.8,46.0,Beginner,Google,Python
364,Python Data Analysis,4.7,33.0,Beginner,Rice University,Python
365,Create Your First Chatbot with Rasa and Python,4.5,17.0,Beginner,Coursera Project Network,Python
366,Build a Machine Learning Web App with Streamlit and Python,4.7,9.9,Intermediate,Coursera Project Network,Python
367,Create Interactive Dashboards with Streamlit and Python,4.7,8.5,Intermediate,Coursera Project Network,Python
368,Python para Data Science y AI,4.8,2.1,Beginner,IBM,Python
369,Create an interactive fiction adventure game with Python,4.6,3.0,Beginner,Coursera Project Network,Python
