,course,rating,students,level,university,skills
313,Health Informatics,4.4,31 mil,Beginner,Johns Hopkins University,Machine Learning
314,Build Basic Generative Adversarial Networks (GANs),4.7,38 mil,Intermediate,DeepLearning.AI,Machine Learning
315,Customer Experiences with Contact Center AI - Dialogflow CX,4.4,"3,7 mil",Beginner,Google Cloud,Machine Learning
316,From Data to Insights with Google Cloud,4.6,59 mil,Beginner,Google Cloud,Machine Learning
317,Microsoft Azure Data Scientist Associate - DP-100 Test Prep,4.6,"3,2 mil",Intermediate,Microsoft,Machine Learning
318,Google Cloud Fundamentals: Core Infrastructure,4.7,580 mil,Intermediate,Google Cloud,Machine Learning
319,Digital Manufacturing & Design Technology,4.6,89 mil,Beginner,University at Buffalo,Machine Learning
320,Data Mining,4.5,190 mil,Intermediate,University of Illinois at Urbana-Champaign,Machine Learning
321,Microsoft Azure Data Fundamentals DP-900 Exam Prep,4.7,"7,1 mil",Beginner,Microsoft,Machine Learning
322,Ciencia de Datos de IBM,4.5,"7,4 mil",Beginner,IBM,Machine Learning
323,AI For Business,4.6,"2,4 mil",Beginner,University of Pennsylvania,Machine Learning
324,Analista de Datos de IBM,4.4,11 mil,Beginner,IBM,Machine Learning
325,Digital Transformation Using AI/ML with Google Cloud,4.6,150 mil,Beginner,Google Cloud,Machine Learning
326,Customer Experiences with Contact Center AI - Dialogflow ES,4.4,"3,7 mil",Intermediate,Google Cloud,Machine Learning
327,Systems Biology and Biotechnology,4.4,66 mil,Intermediate,Icahn School of Medicine at Mount Sinai,Machine Learning
328,Agile Leadership,4.7,13 mil,Beginner,University of Colorado System,Machine Learning
329,Recommender Systems,4.3,42 mil,Intermediate,University of Minnesota,Machine Learning
330,Natural Language Processing in TensorFlow,4.6,100 mil,Intermediate,DeepLearning.AI,Machine Learning
331,TensorFlow: Data and Deployment,4.6,40 mil,Intermediate,DeepLearning.AI,Machine Learning
332,Fundamentals of Reinforcement Learning,4.8,61 mil,Intermediate,University of Alberta,Machine Learning
333,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,4.5,"4,9 mil",Intermediate,Google Cloud,Machine Learning
334,Extended Reality for Everybody,4.6,"9,8 mil",Beginner,University of Michigan,Machine Learning
335,Building Cloud Computing Solutions at Scale,4.5,"9,2 mil",Intermediate,Duke University,Machine Learning
336,TensorFlow 2 for Deep Learning,4.9,30 mil,Intermediate,Imperial College London,Machine Learning
337,"Data Engineering, Big Data and ML on Google Cloud 日本語版",4.5,"4,7 mil",Intermediate,Google Cloud,Machine Learning
338,A Crash Course in Causality: Inferring Causal Effects from Observational Data,4.7,30 mil,Intermediate,University of Pennsylvania,Machine Learning
339,"Open Source Software Development, Linux and Git",4.5,58 mil,Beginner,The Linux Foundation,Machine Learning
340,Process Mining: Data science in Action,4.7,63 mil,Intermediate,Eindhoven University of Technology,Machine Learning
341,Business Analytics,4.6,57 mil,Beginner,University of Illinois at Urbana-Champaign,Machine Learning
342,Analyze Datasets and Train ML Models using AutoML,4.5,14 mil,Advanced,DeepLearning.AI,Machine Learning
343,Responsive Website Development and Design,4.5,250 mil,Beginner,University of London,Machine Learning
344,程序设计与算法,4.8,93 mil,Beginner,Peking University,Machine Learning
345,Swift 5 iOS Application Developer,4.5,23 mil,Beginner,LearnQuest,Machine Learning
346,Unity XR: How to Build AR and VR Apps,4.1,30 mil,Beginner,Unity,Machine Learning
347,Natural Language Processing with Probabilistic Models,4.7,43 mil,Intermediate,DeepLearning.AI,Machine Learning
348,Embedding Sensors and Motors,4.6,61 mil,Intermediate,University of Colorado Boulder,Machine Learning
349,Data Science with Databricks for Data Analysts,4.5,14 mil,Intermediate,Databricks,Machine Learning
350,AI & Law,4.7,"9,4 mil",Mixed,Lund University,Machine Learning
351,Analytics for Decision Making,4.7,"4,8 mil",Beginner,University of Minnesota,Machine Learning
352,Introduction to Artificial Intelligence (AI),4.7,160 mil,Beginner,IBM,Machine Learning
353,Машинное обучение: от статистики до нейросетей,4.4,"6,1 mil",Intermediate,HSE University,Machine Learning
354,Artificial Intelligence in Marketing,4.6,"8,7 mil",Beginner,University of Virginia,Machine Learning
355,Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.7,"7,4 mil",Beginner,Microsoft,Machine Learning
356,IBM AI Enterprise Workflow,4.3,"9,7 mil",Advanced,IBM,Machine Learning
357,Clinical Data Science,4.5,19 mil,Intermediate,University of Colorado System,Machine Learning
358,Uncommon Sense Teaching,4.8,12 mil,Beginner,Deep Teaching Solutions,Machine Learning
359,Strategic Sales Management,4.5,21 mil,Intermediate,Fundação Instituto de Administração,Machine Learning
360,Mind Control: Managing Your Mental Health During COVID-19,4.8,180 mil,Beginner,University of Toronto,Machine Learning
361,Introduction to Self-Driving Cars,4.7,120 mil,Advanced,University of Toronto,Machine Learning
362,Introduction to Portfolio Construction and Analysis with Python,4.8,44 mil,Mixed,EDHEC Business School,Machine Learning
363,Digitalisation in Aeronautics and Space,4.6,8 mil,Intermediate,Technische Universität München (TUM),Machine Learning
364,Microsoft Azure Developer Associate AZ-204 Test Prep,4.5,"2,4 mil",Intermediate,Microsoft,Machine Learning
365,Build Better Generative Adversarial Networks (GANs),4.7,16 mil,Intermediate,DeepLearning.AI,Machine Learning
366,Computational Social Science,4.6,35 mil,Beginner,"University of California, Davis",Machine Learning
367,Foundations of Teaching for Learning: Being a Teacher,4.6,44 mil,Mixed,Commonwealth Education Trust,Machine Learning
368,Introduction to Microsoft Azure Cloud Services,4.6,32 mil,Beginner,Microsoft,Machine Learning
369,Biology Meets Programming: Bioinformatics for Beginners,4.2,130 mil,Beginner,University of California San Diego,Machine Learning
370,"Custom Models, Layers, and Loss Functions with TensorFlow",4.9,17 mil,Intermediate,DeepLearning.AI,Machine Learning
371,Cloud Computing Basics (Cloud 101),4.5,130 mil,Beginner,LearnQuest,Machine Learning
372,Cloud Computing,4.4,170 mil,Intermediate,University of Illinois at Urbana-Champaign,Machine Learning
373,Natural Language Processing with Sequence Models,4.5,37 mil,Intermediate,DeepLearning.AI,Machine Learning
374,Natural Language Processing with Attention Models,4.3,37 mil,Intermediate,DeepLearning.AI,Machine Learning
375,Introduction to Augmented Reality and ARCore,4.5,67 mil,Beginner,Google AR & VR,Machine Learning
376,Image Processing for Engineering and Science,4.6,None,Beginner,MathWorks,Machine Learning
377,"Sleep: Neurobiology, Medicine, and Society",4.8,46 mil,Beginner,University of Michigan,Machine Learning
378,Architecting Hybrid Cloud Infrastructure with Anthos,4.7,"9,2 mil",Intermediate,Google Cloud,Machine Learning
379,Ordered Data Structures,4.8,17 mil,Mixed,University of Illinois at Urbana-Champaign,Machine Learning
380,Foundations of Data Science: K-Means Clustering in Python,4.7,27 mil,Beginner,University of London,Machine Learning
381,Interviewing and Resume Writing in English,4.6,110 mil,Intermediate,"University of Maryland, College Park",Machine Learning
382,Summary Statistics in Public Health,4.8,34 mil,Beginner,Johns Hopkins University,Machine Learning
383,Accounting Data Analytics,4.7,29 mil,Intermediate,University of Illinois at Urbana-Champaign,Machine Learning
384,Advanced Computer Vision with TensorFlow,4.8,16 mil,Intermediate,DeepLearning.AI,Machine Learning
385,Big Data – Introducción al uso práctico de datos masivos,4.6,44 mil,Beginner,Universitat Autònoma de Barcelona,Machine Learning
386,Apply Generative Adversarial Networks (GANs),4.8,14 mil,Intermediate,DeepLearning.AI,Machine Learning
387,Psicología,4.8,24 mil,Beginner,Universidad de Palermo,Machine Learning
388,"Build, Train, and Deploy ML Pipelines using BERT",4.6,"6,4 mil",Advanced,DeepLearning.AI,Machine Learning
389,Word Forms and Simple Present Tense,4.9,12 mil,Beginner,"University of California, Irvine",Machine Learning
390,Model Thinking,4.8,180 mil,Mixed,University of Michigan,Machine Learning
391,Data Analysis and Interpretation,4.4,140 mil,Beginner,Wesleyan University,Machine Learning
392,Introduction to Applied Cryptography,4.6,29 mil,Beginner,University of Colorado System,Machine Learning
393,Healthcare Marketplace,4.5,61 mil,Beginner,University of Minnesota,Machine Learning
394,Applied Cryptography,4.5,23 mil,Intermediate,University of Colorado System,Machine Learning
395,Computational Neuroscience,4.6,95 mil,Beginner,University of Washington,Machine Learning
396,Bayesian Statistics: Techniques and Models,4.8,48 mil,Intermediate,"University of California, Santa Cruz",Machine Learning
397,Healthcare Trends for Business Professionals,4.4,12 mil,Beginner,Northeastern University,Machine Learning
398,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español,4.8,18 mil,Intermediate,Google Cloud,Machine Learning
399,Introduction to Clinical Data,4.6,"8,4 mil",Beginner,Stanford University,Machine Learning
400,Custom and Distributed Training with TensorFlow,4.8,"9,1 mil",Intermediate,DeepLearning.AI,Machine Learning
401,Sample-based Learning Methods,4.8,22 mil,Intermediate,University of Alberta,Machine Learning
402,Applied Data Science Capstone,4.7,93 mil,Intermediate,IBM,Machine Learning
403,Innovating with Data and Google Cloud,4.8,"8,5 mil",Beginner,Google Cloud,Machine Learning
404,Data-driven Astronomy,4.8,26 mil,Intermediate,The University of Sydney,Machine Learning
405,Practical Time Series Analysis,4.6,66 mil,Intermediate,The State University of New York,Machine Learning
406,Ciencia de Datos Aplicada,4.6,"3,5 mil",Beginner,IBM,Machine Learning
407,Developing Industrial Internet of Things,4.6,25 mil,Intermediate,University of Colorado Boulder,Machine Learning
408,SAS Visual Business Analytics,4.7,26 mil,Beginner,SAS,Machine Learning
409,Embedded Software and Hardware Architecture,4.5,29 mil,Intermediate,University of Colorado Boulder,Machine Learning
410,Data-Driven Decision Making (DDDM),4.5,"7,7 mil",Beginner,University at Buffalo,Machine Learning
411,Statistics with SAS,4.8,24 mil,Intermediate,SAS,Machine Learning
412,Fundamentals of Digital Image and Video Processing,4.6,110 mil,Mixed,Northwestern University,Machine Learning
413,Data Literacy,4.6,"5,4 mil",Beginner,Johns Hopkins University,Machine Learning
414,AI for Medical Prognosis,4.7,19 mil,Intermediate,DeepLearning.AI,Machine Learning
415,Fundamentals of Scalable Data Science,4.3,63 mil,Beginner,IBM,Machine Learning
416,Deep Neural Networks with PyTorch,4.4,32 mil,Intermediate,IBM,Machine Learning
417,Distributed Computing with Spark SQL,4.5,27 mil,Intermediate,"University of California, Davis",Machine Learning
418,Introduction to Deep Learning & Neural Networks with Keras,4.7,23 mil,Intermediate,IBM,Machine Learning
419,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español,4.7,20 mil,Intermediate,Google Cloud,Machine Learning
420,"Data Engineering, Big Data and ML on Google Cloud en Español",4.7,19 mil,Intermediate,Google Cloud,Machine Learning
421,The Basics of Trauma Surgery,4.5,11 mil,Intermediate,Technische Universität München (TUM),Machine Learning
422,Bases de Inteligencia Artificial para Todos,4.7,8 mil,Beginner,IBM,Machine Learning
423,Introduction to Computer Vision and Image Processing,4.4,28 mil,Beginner,IBM,Machine Learning
424,Protecting the World: Introducing Corrosion Science and Engineering,4.6,12 mil,Intermediate,University of Manchester,Machine Learning
425,Liderazgo y habilidades de negociación,4.7,"3,8 mil",Advanced,Tecnológico de Monterrey,Machine Learning
426,Architecting with Google Compute Engine en Español,4.8,17 mil,Intermediate,Google Cloud,Machine Learning
427,Solving Complex Problems,4.6,24 mil,Beginner,Macquarie University,Machine Learning
428,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",4.8,62 mil,Intermediate,Stanford University,Machine Learning
429,Supply Chain Excellence,4.7,"8,8 mil",Intermediate,Rutgers the State University of New Jersey,Machine Learning
430,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,4.6,63 mil,Mixed,The University of Edinburgh,Machine Learning
431,Emerging Technologies: From Smartphones to IoT to Big Data,4.7,75 mil,Beginner,Yonsei University,Machine Learning
432,Rédaction de contrats,4.8,20 mil,Mixed,University of Geneva,Machine Learning
433,Supervision du raisonnement clinique,4.8,2 mil,Beginner,University of Geneva,Machine Learning
434,Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,4.8,26 mil,Beginner,Deep Teaching Solutions,Machine Learning
435,Data Science Fundamentals,4.1,"5,4 mil",Beginner,"University of California, Irvine",Machine Learning
436,Improving your statistical inferences,4.9,61 mil,Intermediate,Eindhoven University of Technology,Machine Learning
437,A Crash Course in Data Science,4.5,180 mil,Beginner,Johns Hopkins University,Machine Learning
438,NLP: Twitter Sentiment Analysis,4.6,"8,6 mil",Beginner,Coursera Project Network,Machine Learning
439,Sentiment Analysis with Deep Learning using BERT,4.5,12 mil,Intermediate,Coursera Project Network,Machine Learning
440,Evaluations of AI Applications in Healthcare,4.5,"5,5 mil",Beginner,Stanford University,Machine Learning
441,"Introduction to XR: VR, AR, and MR Foundations",4.2,22 mil,Beginner,Unity,Machine Learning
442,The Social and Technical Context of Health Informatics,4.2,20 mil,Beginner,Johns Hopkins University,Machine Learning
443,Mastering Digital Twins,4,"6,6 mil",Beginner,EIT Digital,Machine Learning
444,Getting Started with AI using IBM Watson,4.5,33 mil,Beginner,IBM,Machine Learning
445,Autodesk Certified Professional: Revit for Structural Design Exam Prep,4.7,27 mil,Advanced,Autodesk,Machine Learning
446,Infection Prevention in Nursing Homes,4.8,21 mil,Mixed,The University of North Carolina at Chapel Hill,Machine Learning
447,Applied Digital Literacy,4.8,"1,6 mil",Beginner,The State University of New York,Machine Learning
448,Probability and Statistics: To p or not to p?,4.6,66 mil,Beginner,University of London,Machine Learning
449,Strategising: Management for Global Competitive Advantage,4.8,36 mil,Beginner,Macquarie University,Machine Learning
450,Motion Planning for Self-Driving Cars,4.8,29 mil,Advanced,University of Toronto,Machine Learning
451,Transformación digital,4.8,"1,6 mil",Beginner,BCG,Machine Learning
452,The Bilingual Brain,4.6,28 mil,Mixed,University of Houston,Machine Learning
453,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",4.7,"7,1 mil",Beginner,University of Michigan,Machine Learning
454,Analítica de Procesos: Optimización desde los Datos,4.9,None,Beginner,Universidad de los Andes,Machine Learning
455,HR Analytics- Build an HR dashboard using Power BI,4.3,None,Beginner,Coursera Project Network,Machine Learning
456,Data Science in Stratified Healthcare and Precision Medicine,4.6,17 mil,Intermediate,The University of Edinburgh,Machine Learning
457,Particle Physics: an Introduction,4.4,67 mil,Mixed,University of Geneva,Machine Learning
458,Building AI Powered Chatbots Without Programming,4.8,39 mil,Beginner,IBM,Machine Learning
459,Generative Deep Learning with TensorFlow,4.8,"7,3 mil",Intermediate,DeepLearning.AI,Machine Learning
460,MRI Fundamentals,4.6,15 mil,Intermediate,Korea Advanced Institute of Science and Technology(KAIST),Machine Learning
461,AI in Healthcare Capstone,4.7,"3,6 mil",Mixed,Stanford University,Machine Learning
462,Detecting COVID-19 with Chest X-Ray using PyTorch,4.5,"9,9 mil",Intermediate,Coursera Project Network,Machine Learning
463,Preparing for the Google Cloud Professional Data Engineer Exam,4.6,37 mil,Advanced,Google Cloud,Machine Learning
464,Getting started with TensorFlow 2,4.9,25 mil,Intermediate,Imperial College London,Machine Learning
465,Introduction to High-Performance and Parallel Computing,3,"5,1 mil",Beginner,University of Colorado Boulder,Machine Learning
466,Interactive Teaching（インタラクティブ・ティーチング）,4.7,"1,7 mil",Mixed,The University of Tokyo,Machine Learning
467,"Philosophy, Science and Religion: Science and Philosophy",4.5,43 mil,Beginner,The University of Edinburgh,Machine Learning
468,"Data Engineer, Big Data and ML on Google Cloud en Français",4.4,"2,3 mil",Intermediate,Google Cloud,Machine Learning
469,Mind and Machine,4.4,15 mil,Beginner,University of Colorado Boulder,Machine Learning
470,Optimize ML Models and Deploy Human-in-the-Loop Pipelines,4.7,"3,5 mil",Advanced,DeepLearning.AI,Machine Learning
471,"AI, Business & the Future of Work",4.6,None,Beginner,Lund University,Machine Learning
472,AI Fundamentals for Non-Data Scientists,4.8,None,Mixed,University of Pennsylvania,Machine Learning
473,Materials Data Sciences and Informatics,4.5,13 mil,Intermediate,Georgia Institute of Technology,Machine Learning
474,Oceanography: a key to better understand our world,4.5,19 mil,Mixed,Universitat de Barcelona,Machine Learning
475,Architecting with Google Kubernetes Engine en Español,4.8,16 mil,Beginner,Google Cloud,Machine Learning
476,Blockchain Platforms,4.6,25 mil,Intermediate,University at Buffalo,Machine Learning
477,New Technologies for Business Leaders,4.4,20 mil,Intermediate,Rutgers the State University of New Jersey,Machine Learning
478,Introduction to Image Processing,4.7,None,Beginner,MathWorks,Machine Learning
479,Prediction and Control with Function Approximation,4.8,17 mil,Intermediate,University of Alberta,Machine Learning
480,Introducción a la inteligencia artificial,4.6,22 mil,Intermediate,Universidad Nacional Autónoma de México,Machine Learning
481,Cloud Computing Foundations,4.6,"6,2 mil",Beginner,Duke University,Machine Learning
482,Autodesk Generative Design for Manufacturing,4.8,16 mil,Advanced,Autodesk,Machine Learning
483,Alternative Mobility Narratives,4.8,"1,8 mil",Intermediate,University of Amsterdam,Machine Learning
484,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,4.9,40 mil,Mixed,Georgia Institute of Technology,Machine Learning
485,"Introduction to Data, Signal, and Image Analysis with MATLAB",4.8,18 mil,Intermediate,Vanderbilt University,Machine Learning
486,Introduction to advanced tomography,4.6,3 mil,Mixed,Technical University of Denmark (DTU),Machine Learning
487,AI For Medical Treatment,4.7,17 mil,Intermediate,DeepLearning.AI,Machine Learning
488,Ethics in the Age of AI,4.7,"7,3 mil",Beginner,LearnQuest,Machine Learning
489,Sports and Building Aerodynamics,4.8,12 mil,Intermediate,Eindhoven University of Technology,Machine Learning
490,Initiation à la programmation (en C++),4.8,39 mil,Beginner,École Polytechnique Fédérale de Lausanne,Machine Learning
491,Blended Language Learning: Design and Practice for Teachers,4.8,"9,4 mil",Intermediate,University of Colorado Boulder,Machine Learning
492,Contact Center AI: Conversational Design Fundamentals,4.4,"3,4 mil",Beginner,Google Cloud,Machine Learning
493,Introduction to Predictive Modeling,4.9,"2,6 mil",Mixed,University of Minnesota,Machine Learning
494,Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,4.8,"8,7 mil",Beginner,Microsoft,Machine Learning
495,Equivalent Circuit Cell Model Simulation,4.7,12 mil,Intermediate,University of Colorado Boulder,Machine Learning
496,Life 101: Mental and Physical Self-Care,4.8,"5,2 mil",Beginner,"University of California, Irvine",Machine Learning
497,Manejo del enfermo semicrítico y crítico por COVID-19,4.8,"8,3 mil",Advanced,Universitat de Barcelona,Machine Learning
498,IA para todos,4.9,23 mil,Beginner,DeepLearning.AI,Machine Learning
499,Microsoft Azure Management Tools and Security Solutions,4.8,"7,5 mil",Beginner,Microsoft,Machine Learning
